device,precision,recall,f1
class_0,0.0,0.0,0.0
class_1,0.29484902309058614,0.7063829787234043,0.41604010025062654
class_2,0.039923954372623575,0.0860655737704918,0.05454545454545454
class_3,0.0,0.0,0.0
class_4,0.0744336569579288,0.696969696969697,0.13450292397660818
class_5,0.0,0.0,0.0
class_6,0.0,0.0,0.0
