W,S,model,accuracy,macro_f1,weighted_f1,feature_construction_time,train_time,inference_time_total,inference_time_per_sample
300,30,rf,0.9809719722293648,0.9359105926064272,0.9806036953142614,107.06552481651306,0.5992939999850933,0.04017039999598637,5.164618153251012e-06
300,30,xgb,0.9772435073283621,0.8989543694806171,0.9776616902457842,133.5142958164215,1.6911235000006855,0.01792909999494441,2.3051041392317317e-06
300,60,rf,0.979738394460118,0.9329103320734009,0.9795196426706732,68.45252346992493,0.3193023999920115,0.02919820000533946,7.4886381137059395e-06
300,60,xgb,0.9784560143626571,0.9223067347071271,0.978367826471399,68.05575323104858,0.9570848000003025,0.009253699972759932,2.3733521345883387e-06
300,150,rf,0.9782330345710627,0.9416285774159854,0.9782673760334366,30.495739936828613,0.21435640001436695,0.028703600022708997,1.837618439353969e-05
300,150,xgb,0.9769526248399488,0.9421256732279937,0.9770250897186492,30.498326063156128,0.602989000006346,0.003916500019840896,2.5073623686561437e-06
300,300,rf,0.9756410256410256,0.9531979389574327,0.9730978679980627,17.28320598602295,0.1843802999937907,0.030136299988953397,3.863628203711974e-05
300,300,xgb,0.9782051282051282,0.9539823638976694,0.9772637511711921,16.909751176834106,0.5051438999944367,0.0024566999927628785,3.1496153753370237e-06
